,Territory,Language,Speakers,Population%,Literacy%,Written%,Latitude,Longitude
1176,Turkey,Turkish,76000000.0,93.0,94.0,94.0,38.963745,35.243322
1177,Turkey,English,14000000.0,17.0,94.0,94.0,38.963745,35.243322
1178,Turkey,Kurdish,4500000.0,5.5,94.0,94.0,38.963745,35.243322
1179,Turkey,Zaza,1100000.0,1.4,94.0,94.0,38.963745,35.243322
1180,Turkey,Kabardian,630.0,0.77,94.0,94.0,38.963745,35.243322
1181,Turkey,Azerbaijani,610.0,0.74,94.0,94.0,38.963745,35.243322
1182,Turkey,Azerbaijani (Arabic),530.0,0.65,94.0,94.0,38.963745,35.243322
1183,Turkey,Arabic,460.0,0.56,94.0,94.0,38.963745,35.243322
1184,Turkey,Balkan Gagauz Turkish,380.0,0.46,94.0,94.0,38.963745,35.243322
1185,Turkey,Bulgarian,340.0,0.42,94.0,94.0,38.963745,35.243322
1186,Turkey,Adyghe,320.0,0.39,94.0,94.0,38.963745,35.243322
1187,Turkey,Kirmanjki,160.0,0.19,94.0,94.0,38.963745,35.243322
1188,Turkey,Armenian,46.0,56.0,94.0,94.0,38.963745,35.243322
1189,Turkey,Georgian,46.0,56.0,94.0,94.0,38.963745,35.243322
1190,Turkey,Laz,23.0,28.0,94.0,94.0,38.963745,35.243322
1191,Turkey,Serbian (Latin),23.0,28.0,94.0,5.0,38.963745,35.243322
1192,Turkey,Albanian,17.0,21.0,94.0,94.0,38.963745,35.243322
1193,Turkey,Abkhazian,4.0,49.0,94.0,94.0,38.963745,35.243322
1194,Turkey,Greek,4.0,49.0,94.0,94.0,38.963745,35.243322
1195,Turkey,Turoyo,3.0,37.0,94.0,94.0,38.963745,35.243322
1196,Turkey,Uzbek,2.0,24.0,94.0,94.0,38.963745,35.243322
1197,Turkey,Kyrgyz (Latin),11.0,14.0,94.0,94.0,38.963745,35.243322
1198,Turkey,Kazakh,570.0,70.0,94.0,94.0,38.963745,35.243322
1199,Turkmenistan,Turkmen,3900000.0,70.0,100.0,100.0,38.969719,59.556278
1200,Turkmenistan,Russian,660.0,12.0,100.0,100.0,38.969719,59.556278
1201,Turkmenistan,Uzbek,500.0,9.0,100.0,100.0,38.969719,59.556278
1202,Turkmenistan,Kurdish,22.0,0.4,100.0,100.0,38.969719,59.556278
1203,Tuvalu,Tuvalu,99.0,87.0,95.0,95.0,-7.109535,177.64933
1204,Tuvalu,English,11.0,9.4,95.0,95.0,-7.109535,177.64933
1205,U.S. Virgin Islands,English,80.0,75.0,99.0,99.0,18.335765,-64.896335
1206,Uganda,Swahili,32000000.0,75.0,73.0,73.0,1.373333,32.290275
1207,Uganda,Ganda,5600000.0,13.0,73.0,73.0,1.373333,32.290275
1208,Uganda,Nyankole,2700000.0,6.3,73.0,73.0,1.373333,32.290275
1209,Uganda,Chiga,2300000.0,5.4,73.0,73.0,1.373333,32.290275
1210,Uganda,Soga,2300000.0,5.3,73.0,73.0,1.373333,32.290275
1211,Uganda,English,1700000.0,3.9,73.0,73.0,1.373333,32.290275
1212,Uganda,Teso,1700000.0,3.9,73.0,73.0,1.373333,32.290275
1213,Uganda,Lango [Uganda],1600000.0,3.8,73.0,73.0,1.373333,32.290275
1214,Uganda,Acoli,1600000.0,3.7,73.0,73.0,1.373333,32.290275
1215,Uganda,Masaaba,1300000.0,2.9,73.0,73.0,1.373333,32.290275
1216,Uganda,Kinyarwanda,910.0,2.1,73.0,73.0,1.373333,32.290275
1217,Uganda,Tooro,820.0,1.9,73.0,73.0,1.373333,32.290275
1218,Uganda,Hindi,22.0,51.0,73.0,73.0,1.373333,32.290275
1219,Ukraine,Ukrainian,29000000.0,65.0,100.0,100.0,48.379433,31.16558
1220,Ukraine,Russian,20000000.0,46.0,100.0,100.0,48.379433,31.16558
1221,Ukraine,Polish,1100000.0,2.4,100.0,100.0,48.379433,31.16558
1222,Ukraine,Yiddish,570.0,1.3,100.0,100.0,48.379433,31.16558
1223,Ukraine,Rusyn,530.0,1.2,100.0,100.0,48.379433,31.16558
1224,Ukraine,Belarusian,360.0,0.83,100.0,100.0,48.379433,31.16558
1225,Ukraine,Crimean Turkish,250.0,0.56,100.0,100.0,48.379433,31.16558
1226,Ukraine,Romanian,230.0,0.52,100.0,100.0,48.379433,31.16558
1227,Ukraine,Bulgarian,220.0,0.49,100.0,100.0,48.379433,31.16558
1228,Ukraine,Turkish,180.0,0.42,100.0,100.0,48.379433,31.16558
1229,Ukraine,Hungarian,160.0,0.37,100.0,100.0,48.379433,31.16558
1230,Ukraine,Greek,7.0,16.0,100.0,100.0,48.379433,31.16558
1231,United Arab Emirates,Arabic,7800000.0,78.0,90.0,90.0,23.424076,53.847818
1232,United Arab Emirates,English,5000000.0,50.0,90.0,90.0,23.424076,53.847818
1233,United Arab Emirates,Malayalam,700.0,7.0,90.0,90.0,23.424076,53.847818
1234,United Arab Emirates,Pashto,290.0,2.9,90.0,90.0,23.424076,53.847818
1235,United Arab Emirates,Baluchi,230.0,2.3,90.0,90.0,23.424076,53.847818
1236,United Arab Emirates,Persian,190.0,1.9,90.0,90.0,23.424076,53.847818
1237,United Kingdom,English,65000000.0,99.0,99.0,99.0,55.378051,-3.435973
1238,United Kingdom,French,12000000.0,19.0,99.0,99.0,55.378051,-3.435973
1239,United Kingdom,German,3900000.0,6.0,99.0,99.0,55.378051,-3.435973
1240,United Kingdom,Scots,1800000.0,2.7,99.0,5.0,55.378051,-3.435973
1241,United Kingdom,Punjabi,520.0,0.79,99.0,99.0,55.378051,-3.435973
1242,United Kingdom,Welsh,510.0,0.77,99.0,99.0,55.378051,-3.435973
1243,United Kingdom,Bangla,440.0,0.67,99.0,99.0,55.378051,-3.435973
1244,United Kingdom,Traditional Chinese,360.0,0.54,99.0,99.0,55.378051,-3.435973
1245,United Kingdom,Sylheti,340.0,0.51,99.0,99.0,55.378051,-3.435973
1246,United Kingdom,Greek,220.0,0.33,99.0,99.0,55.378051,-3.435973
1247,United Kingdom,Italian,220.0,0.33,99.0,99.0,55.378051,-3.435973
1248,United Kingdom,Kashmiri,120.0,0.19,99.0,99.0,55.378051,-3.435973
1249,United Kingdom,Scottish Gaelic,65.0,99.0,99.0,5.0,55.378051,-3.435973
1250,United Kingdom,Yiddish,32.0,49.0,99.0,99.0,55.378051,-3.435973
1251,United Kingdom,Malayalam,23.0,35.0,99.0,99.0,55.378051,-3.435973
1252,United Kingdom,Irish,17.0,26.0,99.0,99.0,55.378051,-3.435973
1253,United Kingdom,Cornish,2.0,30.0,99.0,99.0,55.378051,-3.435973
1254,United States,English,320000000.0,96.0,99.0,99.0,37.09024,-95.712891
1255,United States,Spanish,32000000.0,9.6,99.0,99.0,37.09024,-95.712891
1256,United States,Traditional Chinese,2300000.0,0.69,99.0,99.0,37.09024,-95.712891
1257,United States,French,1900000.0,0.56,99.0,99.0,37.09024,-95.712891
1258,United States,German,1600000.0,0.47,99.0,99.0,37.09024,-95.712891
1259,United States,Filipino,1400000.0,0.42,99.0,99.0,37.09024,-95.712891
1260,United States,Italian,1100000.0,0.34,99.0,99.0,37.09024,-95.712891
1261,United States,Vietnamese,1100000.0,0.34,99.0,99.0,37.09024,-95.712891
1262,United States,Korean,1000000.0,0.3,99.0,99.0,37.09024,-95.712891
1263,United States,Russian,800.0,0.24,99.0,99.0,37.09024,-95.712891
1264,United States,Navajo,170.0,50.0,99.0,99.0,37.09024,-95.712891
1265,United States,Yiddish,160.0,49.0,99.0,99.0,37.09024,-95.712891
1266,United States,Pennsylvania German,130.0,39.0,99.0,99.0,37.09024,-95.712891
1267,United States,Hawaiian,30.0,89.0,99.0,99.0,37.09024,-95.712891
1268,United States,Cajun French,28.0,84.0,99.0,99.0,37.09024,-95.712891
1269,United States,Cherokee,26.0,77.0,99.0,5.0,37.09024,-95.712891
1270,United States,Central Yupik,21.0,63.0,99.0,99.0,37.09024,-95.712891
1271,United States,Dakota,20.0,59.0,99.0,99.0,37.09024,-95.712891
1272,United States,Choctaw,11.0,33.0,99.0,99.0,37.09024,-95.712891
1273,United States,Lakota,83.0,25.0,99.0,99.0,37.09024,-95.712891
1274,United States,Inupiaq,8.0,24.0,99.0,5.0,37.09024,-95.712891
1275,United States,Muscogee,4.0,12.0,99.0,99.0,37.09024,-95.712891
1276,United States,Caddo,0.0,0.0,,,37.09024,-95.712891
1277,United States,Chickasaw,0.0,0.0,,,37.09024,-95.712891
1278,United States,Osage,0.0,0.0,,,37.09024,-95.712891
1279,Uruguay,Spanish,3000000.0,88.0,98.0,98.0,-32.522779,-55.765835
1280,Uzbekistan,Uzbek,26000000.0,85.0,99.0,99.0,41.377491,64.585262
1281,Uzbekistan,Uzbek (Cyrillic),4600000.0,15.0,99.0,99.0,41.377491,64.585262
1282,Uzbekistan,Russian,4300000.0,14.0,99.0,99.0,41.377491,64.585262
1283,Uzbekistan,Kara-Kalpak,490.0,1.6,99.0,99.0,41.377491,64.585262
1284,Uzbekistan,Turkish,230.0,0.76,99.0,99.0,41.377491,64.585262
1285,Vanuatu,Bislama,270.0,90.0,83.0,83.0,-15.376706,166.959158
1286,Vanuatu,English,250.0,83.0,83.0,83.0,-15.376706,166.959158
1287,Vanuatu,French,150.0,50.0,83.0,83.0,-15.376706,166.959158
1288,Vatican City,Italian,820.0,82.0,100.0,100.0,41.902916,12.453389
1289,Vatican City,Latin,820.0,82.0,100.0,100.0,41.902916,12.453389
1290,Venezuela,Spanish,23000000.0,82.0,96.0,96.0,6.42375,-66.58973
1291,Vietnam,Vietnamese,85000000.0,86.0,93.0,93.0,14.058324,108.277199
1292,Vietnam,Traditional Chinese,1100000.0,1.1,93.0,93.0,14.058324,108.277199
1293,Vietnam,Eastern Cham,88.0,89.0,60.0,60.0,14.058324,108.277199
1294,Western Sahara,Arabic,650.0,100.0,50.0,50.0,24.215527,-12.885834
1295,Yemen,Arabic,22000000.0,74.0,65.0,65.0,15.552727,48.516388
1296,Yemen,English,2700000.0,9.0,65.0,65.0,15.552727,48.516388
1297,Zambia,Bemba,5400000.0,31.0,61.0,61.0,-13.133897,27.849332
1298,Zambia,English,2800000.0,16.0,61.0,61.0,-13.133897,27.849332
1299,Zambia,Nyanja,2600000.0,15.0,61.0,61.0,-13.133897,27.849332
1300,Zambia,Lozi,1000000.0,6.0,61.0,61.0,-13.133897,27.849332
1301,Zimbabwe,Shona,12000000.0,81.0,84.0,84.0,-19.015438,29.154857
1302,Zimbabwe,English,6100000.0,42.0,84.0,84.0,-19.015438,29.154857
1303,Zimbabwe,North Ndebele,1700000.0,12.0,84.0,84.0,-19.015438,29.154857
1304,Zimbabwe,Manyika,950.0,6.5,84.0,84.0,-19.015438,29.154857
1305,Zimbabwe,Ndau,890.0,6.1,84.0,84.0,-19.015438,29.154857
1306,Zimbabwe,Kalanga,770.0,5.3,84.0,84.0,-19.015438,29.154857
1307,Zimbabwe,Nyanja,280.0,1.9,84.0,84.0,-19.015438,29.154857
1308,Zimbabwe,Venda,93.0,0.64,84.0,84.0,-19.015438,29.154857
1309,Zimbabwe,Tswana,32.0,0.22,84.0,84.0,-19.015438,29.154857
