,Territory,Language,Speakers,Population%,Literacy%,Written%,Latitude,Longitude
480,India,Saurashtra,380.0,29.0,63.0,63.0,20.593684,78.96288
481,India,Chakma,370.0,28.0,63.0,63.0,20.593684,78.96288
482,India,Sindhi (Devanagari),340.0,26.0,63.0,63.0,20.593684,78.96288
483,India,Badaga,310.0,23.0,63.0,63.0,20.593684,78.96288
484,India,Ao Naga,310.0,23.0,63.0,63.0,20.593684,78.96288
485,India,Riang [India],170.0,13.0,63.0,63.0,20.593684,78.96288
486,India,Tibetan,150.0,11.0,63.0,63.0,20.593684,78.96288
487,India,Bishnupriya,90.0,68.0,63.0,63.0,20.593684,78.96288
488,India,Balti,82.0,62.0,63.0,63.0,20.593684,78.96288
489,India,Braj,54.0,41.0,63.0,63.0,20.593684,78.96288
490,India,Lepcha,46.0,35.0,63.0,63.0,20.593684,78.96288
491,India,Bateri,34.0,26.0,63.0,63.0,20.593684,78.96288
492,India,Limbu,34.0,26.0,63.0,63.0,20.593684,78.96288
493,India,Lahnda,33.0,25.0,63.0,63.0,20.593684,78.96288
494,India,Sanskrit,16.0,12.0,63.0,63.0,20.593684,78.96288
495,India,Khamti,93.0,70.0,63.0,63.0,20.593684,78.96288
496,India,Divehi,4.0,30.0,63.0,63.0,20.593684,78.96288
497,India,Dzongkha,27.0,20.0,63.0,63.0,20.593684,78.96288
498,Indonesia,Indonesian,170000000.0,64.0,93.0,93.0,-0.789275,113.921327
499,Indonesia,Javanese,91000000.0,34.0,10.0,10.0,-0.789275,113.921327
500,Indonesia,Sundanese,32000000.0,12.0,93.0,93.0,-0.789275,113.921327
501,Indonesia,Madurese,17000000.0,6.3,40.0,40.0,-0.789275,113.921327
502,Indonesia,Malay,9100000.0,3.4,93.0,93.0,-0.789275,113.921327
503,Indonesia,Minangkabau,8000000.0,3.0,10.0,10.0,-0.789275,113.921327
504,Indonesia,Betawi,5600000.0,2.1,93.0,93.0,-0.789275,113.921327
505,Indonesia,Balinese,4800000.0,1.8,10.0,10.0,-0.789275,113.921327
506,Indonesia,Buginese,4300000.0,1.6,10.0,10.0,-0.789275,113.921327
507,Indonesia,Banjar,4000000.0,1.5,10.0,10.0,-0.789275,113.921327
508,Indonesia,Achinese,3700000.0,1.4,93.0,93.0,-0.789275,113.921327
509,Indonesia,Malay (Arabic),3200000.0,1.2,93.0,93.0,-0.789275,113.921327
510,Indonesia,Sasak,2600000.0,0.97,93.0,93.0,-0.789275,113.921327
511,Indonesia,Batak Toba,2500000.0,0.92,93.0,93.0,-0.789275,113.921327
512,Indonesia,Traditional Chinese,2500000.0,0.92,93.0,93.0,-0.789275,113.921327
513,Indonesia,Makasar,1900000.0,0.73,93.0,93.0,-0.789275,113.921327
514,Indonesia,Lampung Api,1800000.0,0.69,93.0,93.0,-0.789275,113.921327
515,Indonesia,Rejang,1200000.0,0.46,93.0,93.0,-0.789275,113.921327
516,Indonesia,Gorontalo,1100000.0,0.41,93.0,93.0,-0.789275,113.921327
517,Indonesia,Ngaju,990.0,0.37,93.0,93.0,-0.789275,113.921327
518,Indonesia,Komering,850.0,0.32,93.0,93.0,-0.789275,113.921327
519,Indonesia,Uab Meto,720.0,0.27,93.0,93.0,-0.789275,113.921327
520,Indonesia,Kerinci,370.0,0.14,93.0,93.0,-0.789275,113.921327
521,Indonesia,Tolaki,350.0,0.13,93.0,93.0,-0.789275,113.921327
522,Indonesia,Gayo,320.0,0.12,93.0,93.0,-0.789275,113.921327
523,Indonesia,Tae',290.0,0.11,93.0,93.0,-0.789275,113.921327
524,Indonesia,Mandar,250.0,92.0,93.0,93.0,-0.789275,113.921327
525,Indonesia,Sangir,250.0,92.0,93.0,93.0,-0.789275,113.921327
526,Indonesia,Selayar,140.0,54.0,93.0,93.0,-0.789275,113.921327
527,Indonesia,Mentawai,64.0,24.0,93.0,93.0,-0.789275,113.921327
528,Iran,Persian,64000000.0,75.0,85.0,85.0,32.427908,53.688046
529,Iran,Azerbaijani (Arabic),20000000.0,24.0,85.0,85.0,32.427908,53.688046
530,Iran,Mazanderani,4200000.0,5.0,85.0,85.0,32.427908,53.688046
531,Iran,Gilaki,3900000.0,4.6,85.0,85.0,32.427908,53.688046
532,Iran,Central Kurdish,3300000.0,3.9,85.0,85.0,32.427908,53.688046
533,Iran,Southern Kurdish,3100000.0,3.7,85.0,85.0,32.427908,53.688046
534,Iran,Turkmen,2400000.0,2.8,85.0,85.0,32.427908,53.688046
535,Iran,Northern Luri,1800000.0,2.1,10.0,10.0,32.427908,53.688046
536,Iran,Arabic,1700000.0,2.0,85.0,85.0,32.427908,53.688046
537,Iran,Baluchi,1700000.0,2.0,85.0,85.0,32.427908,53.688046
538,Iran,Domari,1600000.0,1.9,1.0,1.0,32.427908,53.688046
539,Iran,Bakhtiari,1200000.0,1.4,85.0,85.0,32.427908,53.688046
540,Iran,Southern Luri,1000000.0,1.2,85.0,85.0,32.427908,53.688046
541,Iran,Laki,650.0,0.76,85.0,85.0,32.427908,53.688046
542,Iran,Western Balochi,480.0,0.56,85.0,5.0,32.427908,53.688046
543,Iran,Parsi-Dari,420.0,0.5,85.0,85.0,32.427908,53.688046
544,Iran,Armenian,200.0,0.24,85.0,85.0,32.427908,53.688046
545,Iran,Pashto,140.0,0.16,85.0,85.0,32.427908,53.688046
546,Iran,Georgian,60.0,71.0,85.0,85.0,32.427908,53.688046
547,Iran,Zoroastrian Dari,8.0,94.0,85.0,85.0,32.427908,53.688046
548,Iran,Kazakh (Arabic),3.0,35.0,85.0,85.0,32.427908,53.688046
549,Iraq,Arabic,26000000.0,68.0,79.0,79.0,33.223191,43.679291
550,Iraq,English,14000000.0,35.0,78.0,78.0,33.223191,43.679291
551,Iraq,Central Kurdish,7800000.0,20.0,78.0,78.0,33.223191,43.679291
552,Iraq,Azerbaijani (Arabic),700.0,1.8,78.0,78.0,33.223191,43.679291
553,Iraq,Persian,340.0,0.87,78.0,78.0,33.223191,43.679291
554,Iraq,Northern Luri,240.0,0.61,78.0,78.0,33.223191,43.679291
555,Iraq,Syriac,190.0,0.5,78.0,78.0,33.223191,43.679291
556,Ireland,English,5100000.0,98.0,99.0,99.0,53.41291,-8.24389
557,Ireland,Irish,1100000.0,22.0,99.0,99.0,53.41291,-8.24389
558,Ireland,French,880.0,17.0,99.0,99.0,53.41291,-8.24389
559,Isle of Man,English,90.0,100.0,99.0,99.0,54.236107,-4.548056
560,Isle of Man,Manx,17.0,1.9,99.0,99.0,54.236107,-4.548056
561,Israel,Hebrew,8700000.0,100.0,97.0,97.0,31.046051,34.851612
562,Israel,English,7400000.0,85.0,97.0,97.0,31.046051,34.851612
563,Israel,Arabic,1700000.0,20.0,97.0,97.0,31.046051,34.851612
564,Israel,Russian,950.0,11.0,97.0,97.0,31.046051,34.851612
565,Israel,Romanian,320.0,3.7,97.0,97.0,31.046051,34.851612
566,Israel,Yiddish,260.0,3.0,97.0,97.0,31.046051,34.851612
567,Israel,Polish,130.0,1.5,97.0,97.0,31.046051,34.851612
568,Israel,Ladino,110.0,1.3,97.0,97.0,31.046051,34.851612
569,Israel,Hungarian,87.0,1.0,97.0,97.0,31.046051,34.851612
570,Israel,Amharic,51.0,0.59,97.0,97.0,31.046051,34.851612
571,Israel,Tigrinya,10.0,0.12,97.0,97.0,31.046051,34.851612
572,Israel,Malayalam,8.0,92.0,97.0,97.0,31.046051,34.851612
573,Italy,Italian,59000000.0,95.0,99.0,99.0,41.87194,12.56738
574,Italy,English,21000000.0,34.0,99.0,99.0,41.87194,12.56738
575,Italy,French,3900000.0,6.3,99.0,99.0,41.87194,12.56738
576,Italy,Sardinian,1100000.0,1.7,99.0,99.0,41.87194,12.56738
577,Italy,German,1000000.0,1.6,99.0,99.0,41.87194,12.56738
578,Italy,Venetian,810.0,1.3,99.0,99.0,41.87194,12.56738
579,Italy,Neapolitan,610.0,0.97,99.0,5.0,41.87194,12.56738
580,Italy,Ligurian,540.0,0.86,99.0,99.0,41.87194,12.56738
581,Italy,Sicilian,510.0,0.82,99.0,5.0,41.87194,12.56738
582,Italy,Sassarese Sardinian,110.0,0.17,99.0,99.0,41.87194,12.56738
583,Italy,Slovenian,110.0,0.17,99.0,99.0,41.87194,12.56738
584,Italy,Friulian,37.0,60.0,99.0,5.0,41.87194,12.56738
585,Italy,Emilian,31.0,50.0,99.0,99.0,41.87194,12.56738
586,Italy,Catalan,22.0,35.0,99.0,99.0,41.87194,12.56738
587,Italy,Greek,22.0,35.0,99.0,99.0,41.87194,12.56738
588,Italy,Lombard,19.0,30.0,99.0,99.0,41.87194,12.56738
589,Italy,Piedmontese,62.0,99.0,99.0,99.0,41.87194,12.56738
590,Italy,Croatian,35.0,56.0,99.0,99.0,41.87194,12.56738
591,Italy,Romagnol,0.0,0.0,,,41.87194,12.56738
592,Jamaica,English,2800000.0,98.0,87.0,87.0,18.109581,-77.297508
593,Jamaica,Jamaican Creole English,2700000.0,95.0,87.0,87.0,18.109581,-77.297508
594,Japan,Japanese,120000000.0,95.0,99.0,99.0,36.204824,138.252924
595,Japan,Central Okinawan,970.0,0.77,99.0,5.0,36.204824,138.252924
596,Japan,Korean,650.0,0.52,99.0,99.0,36.204824,138.252924
597,Jersey,English,96.0,95.0,99.0,99.0,49.214439,-2.13125
598,Jordan,Arabic,11000000.0,100.0,96.0,96.0,30.585164,36.238414
599,Jordan,English,4900000.0,45.0,96.0,96.0,30.585164,36.238414
600,Kazakhstan,Russian,14000000.0,72.0,100.0,100.0,48.019573,66.923684
601,Kazakhstan,Kazakh,12000000.0,64.0,100.0,100.0,48.019573,66.923684
602,Kazakhstan,English,2900000.0,15.0,100.0,100.0,48.019573,66.923684
603,Kazakhstan,German,1200000.0,6.4,100.0,100.0,48.019573,66.923684
604,Kazakhstan,Uyghur (Cyrillic),380.0,2.0,100.0,100.0,48.019573,66.923684
605,Kenya,Swahili,35000000.0,66.0,87.0,87.0,-0.023559,37.906193
606,Kenya,English,10000000.0,19.0,87.0,87.0,-0.023559,37.906193
607,Kenya,Kikuyu,9100000.0,17.0,87.0,87.0,-0.023559,37.906193
608,Kenya,Luyia,5900000.0,11.0,87.0,87.0,-0.023559,37.906193
609,Kenya,Luo,5200000.0,9.8,87.0,87.0,-0.023559,37.906193
610,Kenya,Kamba,4100000.0,7.6,87.0,87.0,-0.023559,37.906193
611,Kenya,Kalenjin,4100000.0,7.6,87.0,87.0,-0.023559,37.906193
612,Kenya,Gusii,2600000.0,4.9,87.0,87.0,-0.023559,37.906193
613,Kenya,Meru,2100000.0,4.0,87.0,87.0,-0.023559,37.906193
614,Kenya,Masai,860.0,1.6,50.0,50.0,-0.023559,37.906193
615,Kenya,Embu,800.0,1.5,1.0,1.0,-0.023559,37.906193
616,Kenya,Somali,700.0,1.3,87.0,87.0,-0.023559,37.906193
617,Kenya,Taita,440.0,0.82,87.0,5.0,-0.023559,37.906193
618,Kenya,Teso,400.0,0.74,87.0,87.0,-0.023559,37.906193
619,Kenya,Pökoot,370.0,0.69,1.0,1.0,-0.023559,37.906193
620,Kenya,Oromo,250.0,0.47,87.0,87.0,-0.023559,37.906193
621,Kenya,Samburu,250.0,0.46,1.0,1.0,-0.023559,37.906193
622,Kenya,Arabic,25.0,46.0,87.0,87.0,-0.023559,37.906193
623,Kenya,Punjabi,10.0,19.0,87.0,87.0,-0.023559,37.906193
624,Kenya,Gujarati,5.0,93.0,87.0,87.0,-0.023559,37.906193
625,Kiribati,English,110.0,100.0,90.0,90.0,-3.370417,-168.734039
626,Kiribati,Gilbertese,67.0,60.0,90.0,90.0,-3.370417,-168.734039
627,Kosovo,Albanian,1800000.0,92.0,92.0,92.0,42.602636,20.902977
628,Kosovo,Gheg Albanian,1400000.0,74.0,92.0,92.0,42.602636,20.902977
629,Kosovo,Serbian,97.0,5.0,92.0,92.0,42.602636,20.902977
630,Kosovo,Serbian (Latin),97.0,5.0,92.0,92.0,42.602636,20.902977
631,Kuwait,Arabic,3000000.0,100.0,94.0,94.0,29.31166,47.481766
632,Kyrgyzstan,Kyrgyz,2900000.0,48.0,99.0,99.0,41.20438,74.766098
633,Kyrgyzstan,Russian,2100000.0,36.0,99.0,99.0,41.20438,74.766098
634,Laos,Lao,5100000.0,69.0,73.0,73.0,19.85627,102.495496
635,Laos,Khmu,430.0,5.8,73.0,73.0,19.85627,102.495496
636,Laos,Kuy,71.0,0.96,73.0,73.0,19.85627,102.495496
637,Latvia,Latvian,1100000.0,61.0,100.0,100.0,56.879635,24.603189
638,Latvia,English,870.0,46.0,100.0,100.0,56.879635,24.603189
639,Latvia,Russian,710.0,38.0,100.0,100.0,56.879635,24.603189
640,Latvia,Latgalian,170.0,8.9,100.0,100.0,56.879635,24.603189
641,Lebanon,Arabic,4700000.0,86.0,90.0,90.0,33.854721,35.862285
642,Lebanon,English,2200000.0,40.0,90.0,90.0,33.854721,35.862285
643,Lebanon,Armenian,280.0,5.2,90.0,90.0,33.854721,35.862285
644,Lebanon,Kurdish (Arabic),93.0,1.7,90.0,90.0,33.854721,35.862285
645,Lebanon,French,20.0,0.37,90.0,90.0,33.854721,35.862285
646,Lesotho,Southern Sotho,1900000.0,98.0,90.0,90.0,-29.609988,28.233608
647,Lesotho,English,530.0,27.0,90.0,90.0,-29.609988,28.233608
648,Lesotho,Zulu,280.0,14.0,90.0,90.0,-29.609988,28.233608
649,Lesotho,Swati,47.0,2.4,90.0,90.0,-29.609988,28.233608
650,Lesotho,Xhosa,19.0,0.99,90.0,90.0,-29.609988,28.233608
651,Liberia,English,4200000.0,83.0,61.0,61.0,6.428055,-9.429499
652,Liberia,Kpelle,710.0,14.0,61.0,61.0,6.428055,-9.429499
653,Liberia,Vai,130.0,2.6,61.0,61.0,6.428055,-9.429499
654,Liberia,Mende,24.0,0.48,61.0,61.0,6.428055,-9.429499
655,Liberia,Fulah,0.0,0.0,,,6.428055,-9.429499
656,Liberia,Fulah (Adlam),0.0,0.0,,,6.428055,-9.429499
657,Liberia,Vai (Latin),0.0,0.0,,,6.428055,-9.429499
658,Libya,Arabic,5100000.0,74.0,90.0,90.0,26.3351,17.228331
659,Liechtenstein,German,39.0,100.0,100.0,100.0,47.166,9.555373
660,Liechtenstein,Swiss German,33.0,85.0,100.0,5.0,47.166,9.555373
661,Liechtenstein,Walser,13.0,3.3,100.0,100.0,47.166,9.555373
662,Lithuania,Lithuanian,2300000.0,86.0,100.0,100.0,55.169438,23.881275
663,Lithuania,Russian,2200000.0,80.0,100.0,100.0,55.169438,23.881275
664,Lithuania,English,1000000.0,38.0,100.0,100.0,55.169438,23.881275
665,Lithuania,German,380.0,14.0,100.0,100.0,55.169438,23.881275
666,Lithuania,Samogitian,0.0,0.0,,,55.169438,23.881275
667,Luxembourg,French,550.0,87.0,100.0,100.0,49.815273,6.129583
668,Luxembourg,Luxembourgish,420.0,67.0,100.0,5.0,49.815273,6.129583
669,Luxembourg,German,400.0,63.0,100.0,100.0,49.815273,6.129583
670,Luxembourg,English,350.0,56.0,100.0,100.0,49.815273,6.129583
671,Luxembourg,Portuguese,100.0,16.0,100.0,100.0,49.815273,6.129583
672,Madagascar,Malagasy,24000000.0,90.0,64.0,64.0,-18.766947,46.869107
673,Madagascar,French,19000000.0,69.0,64.0,64.0,-18.766947,46.869107
674,Madagascar,English,4900000.0,18.0,64.0,64.0,-18.766947,46.869107
675,Malawi,English,13000000.0,63.0,75.0,75.0,-13.254308,34.301525
676,Malawi,Nyanja,13000000.0,63.0,75.0,75.0,-13.254308,34.301525
677,Malawi,Tumbuka,1800000.0,8.4,75.0,75.0,-13.254308,34.301525
678,Malawi,Nyasa Tonga,210.0,0.98,75.0,75.0,-13.254308,34.301525
679,Malawi,Zulu,70.0,0.33,75.0,75.0,-13.254308,34.301525
680,Malaysia,Malay,24000000.0,75.0,93.0,93.0,4.210484,101.975766
681,Malaysia,English,6900000.0,21.0,93.0,93.0,4.210484,101.975766
682,Malaysia,Chinese,5600000.0,17.0,93.0,93.0,4.210484,101.975766
683,Malaysia,Tamil,1400000.0,4.2,93.0,93.0,4.210484,101.975766
684,Malaysia,Iban,820.0,2.5,93.0,93.0,4.210484,101.975766
685,Malaysia,Javanese,390.0,1.2,93.0,93.0,4.210484,101.975766
686,Malaysia,Negeri Sembilan Malay,390.0,1.2,93.0,93.0,4.210484,101.975766
687,Malaysia,Central Dusun,180.0,0.56,93.0,93.0,4.210484,101.975766
688,Malaysia,Malayalam,49.0,0.15,93.0,93.0,4.210484,101.975766
689,Malaysia,Buginese,26.0,79.0,93.0,93.0,4.210484,101.975766
690,Malaysia,Banjar,49.0,15.0,93.0,93.0,4.210484,101.975766
691,Maldives,Divehi,370.0,94.0,98.0,98.0,3.202778,73.22068
692,Mali,Bambara,9000000.0,46.0,33.0,33.0,17.570692,-3.996166
693,Mali,French,9000000.0,46.0,33.0,33.0,17.570692,-3.996166
694,Mali,Maasina Fulfulde,1500000.0,7.7,33.0,33.0,17.570692,-3.996166
695,Mali,Soninke,1200000.0,5.9,33.0,33.0,17.570692,-3.996166
696,Mali,Kita Maninkakan,980.0,5.0,33.0,33.0,17.570692,-3.996166
697,Mali,Koyraboro Senni,660.0,3.4,33.0,33.0,17.570692,-3.996166
698,Mali,Tamashek,410.0,2.1,33.0,33.0,17.570692,-3.996166
699,Mali,Bambara (N’Ko),390.0,2.0,33.0,33.0,17.570692,-3.996166
700,Mali,Koyra Chiini,330.0,1.7,33.0,33.0,17.570692,-3.996166
701,Mali,Tomo Kan Dogon,220.0,1.1,33.0,33.0,17.570692,-3.996166
702,Mali,Xaasongaxango,200.0,1.0,33.0,33.0,17.570692,-3.996166
703,Mali,Arabic,180.0,0.9,33.0,33.0,17.570692,-3.996166
704,Mali,Bomu,170.0,0.86,33.0,33.0,17.570692,-3.996166
705,Mali,Jenaama Bozo,170.0,0.85,33.0,33.0,17.570692,-3.996166
706,Malta,Maltese,460.0,100.0,92.0,92.0,35.937496,14.375416
707,Malta,English,400.0,88.0,92.0,92.0,35.937496,14.375416
708,Malta,Italian,260.0,56.0,92.0,92.0,35.937496,14.375416
709,Malta,French,50.0,11.0,92.0,92.0,35.937496,14.375416
710,Marshall Islands,English,72.0,93.0,94.0,94.0,7.131474,171.184478
711,Marshall Islands,Marshallese,57.0,73.0,94.0,94.0,7.131474,171.184478
712,Martinique,French,430.0,98.0,98.0,98.0,14.641528,-61.024174
713,Mauritania,Arabic,3400000.0,85.0,59.0,59.0,21.00789,-10.940835
714,Mauritania,French,680.0,17.0,59.0,59.0,21.00789,-10.940835
715,Mauritania,Fulah,230.0,5.7,59.0,59.0,21.00789,-10.940835
716,Mauritania,Wolof,10.0,0.25,59.0,59.0,21.00789,-10.940835
717,Mauritania,Fulah (Adlam),0.0,0.0,,,21.00789,-10.940835
718,Mauritius,Morisyen,1200000.0,90.0,89.0,89.0,-20.348404,57.552152
719,Mauritius,English,990.0,72.0,89.0,89.0,-20.348404,57.552152
720,Mauritius,Bhojpuri,370.0,27.0,89.0,89.0,-20.348404,57.552152
721,Mauritius,Urdu,72.0,5.2,89.0,89.0,-20.348404,57.552152
722,Mauritius,French,41.0,3.0,89.0,89.0,-20.348404,57.552152
723,Mauritius,Tamil,34.0,2.5,89.0,89.0,-20.348404,57.552152
724,Mayotte,Comorian,170.0,88.0,92.0,92.0,-12.8275,45.166244
725,Mayotte,French,110.0,57.0,92.0,92.0,-12.8275,45.166244
726,Mayotte,Bushi,45.0,23.0,92.0,92.0,-12.8275,45.166244
727,Mayotte,Swahili,27.0,1.4,92.0,92.0,-12.8275,45.166244
728,Mexico,Spanish,110000000.0,83.0,94.0,94.0,23.634501,-102.552784
729,Mexico,English,17000000.0,13.0,94.0,94.0,23.634501,-102.552784
730,Mexico,Yucateco,860.0,0.67,94.0,94.0,23.634501,-102.552784
731,Mexico,Eastern Huasteca Nahuatl,500.0,0.39,94.0,94.0,23.634501,-102.552784
732,Mexico,Western Huasteca Nahuatl,500.0,0.39,94.0,94.0,23.634501,-102.552784
733,Mexico,Central Mazahua,440.0,0.34,94.0,94.0,23.634501,-102.552784
734,Mexico,Central Huasteca Nahuatl,240.0,0.19,94.0,94.0,23.634501,-102.552784
735,Mexico,Seri,900.0,70.0,94.0,94.0,23.634501,-102.552784
736,Micronesia,English,58.0,57.0,89.0,89.0,7.425554,150.550812
737,Micronesia,Chuukese,31.0,30.0,89.0,89.0,7.425554,150.550812
738,Micronesia,Pohnpeian,24.0,23.0,89.0,89.0,7.425554,150.550812
739,Micronesia,Kosraean,8.0,7.8,89.0,89.0,7.425554,150.550812
740,Micronesia,Yapese,66.0,6.4,89.0,89.0,7.425554,150.550812
741,Micronesia,Ulithian,3.0,2.9,89.0,89.0,7.425554,150.550812
742,Moldova,Romanian,2100000.0,63.0,99.0,99.0,47.411631,28.369885
743,Moldova,Ukrainian,470.0,14.0,99.0,99.0,47.411631,28.369885
744,Moldova,Bulgarian,320.0,9.4,99.0,99.0,47.411631,28.369885
745,Moldova,Gagauz,110.0,3.3,99.0,99.0,47.411631,28.369885
746,Moldova,Russian,100.0,3.0,99.0,99.0,47.411631,28.369885
747,Monaco,French,39.0,99.0,99.0,99.0,43.750298,7.412841
748,Mongolia,Mongolian,2900000.0,93.0,97.0,97.0,46.862496,103.846656
749,Mongolia,Kazakh (Arabic),230.0,7.2,97.0,97.0,46.862496,103.846656
750,Mongolia,Chinese,44.0,1.4,97.0,97.0,46.862496,103.846656
751,Mongolia,Russian,41.0,0.13,97.0,97.0,46.862496,103.846656
752,Mongolia,Uyghur (Cyrillic),1.0,32.0,97.0,97.0,46.862496,103.846656
753,Montenegro,Serbian (Latin),610.0,100.0,98.0,98.0,42.708678,19.37439
754,Montenegro,Albanian,48.0,7.9,98.0,98.0,42.708678,19.37439
755,Montenegro,Serbian,30.0,5.0,98.0,98.0,42.708678,19.37439
756,Montserrat,English,35.0,65.0,97.0,97.0,16.742498,-62.187366
757,Morocco,Moroccan Arabic,31000000.0,87.0,67.0,67.0,31.791702,-7.09262
758,Morocco,Arabic,22000000.0,62.0,67.0,67.0,31.791702,-7.09262
759,Morocco,Standard Moroccan Tamazight,7800000.0,22.0,67.0,67.0,31.791702,-7.09262
760,Morocco,French,7100000.0,20.0,67.0,67.0,31.791702,-7.09262
761,Morocco,English,5000000.0,14.0,67.0,67.0,31.791702,-7.09262
762,Morocco,Central Atlas Tamazight,3500000.0,9.8,25.0,25.0,31.791702,-7.09262
763,Morocco,Tachelhit,3100000.0,8.7,67.0,67.0,31.791702,-7.09262
764,Morocco,Tachelhit (Latin),3100000.0,8.7,67.0,67.0,31.791702,-7.09262
765,Morocco,Riffian,1700000.0,4.9,67.0,5.0,31.791702,-7.09262
766,Morocco,Riffian (Latin),1700000.0,4.9,67.0,5.0,31.791702,-7.09262
767,Morocco,Spanish,23.0,65.0,67.0,67.0,31.791702,-7.09262
768,Mozambique,Portuguese,8100000.0,27.0,56.0,56.0,-18.665695,35.529562
769,Mozambique,Makhuwa,3900000.0,13.0,56.0,56.0,-18.665695,35.529562
770,Mozambique,Ndau,3000000.0,9.9,56.0,56.0,-18.665695,35.529562
771,Mozambique,Tsonga,2400000.0,7.9,56.0,56.0,-18.665695,35.529562
772,Mozambique,Lomwe,2000000.0,6.8,56.0,56.0,-18.665695,35.529562
773,Mozambique,Sena,1400000.0,4.6,56.0,56.0,-18.665695,35.529562
774,Mozambique,Makhuwa-Meetto,1400000.0,4.5,56.0,56.0,-18.665695,35.529562
775,Mozambique,Ronga,1000000.0,3.4,56.0,56.0,-18.665695,35.529562
776,Mozambique,Nyanja,780.0,2.6,56.0,56.0,-18.665695,35.529562
777,Mozambique,Yao,720.0,2.4,56.0,56.0,-18.665695,35.529562
778,Mozambique,Swahili,93.0,31.0,56.0,56.0,-18.665695,35.529562
779,Mozambique,Zulu,18.0,60.0,56.0,56.0,-18.665695,35.529562
780,Namibia,Afrikaans,2000000.0,75.0,89.0,89.0,-22.95764,18.49041
781,Namibia,Kuanyama,920.0,35.0,89.0,89.0,-22.95764,18.49041
782,Namibia,Ndonga,550.0,21.0,89.0,89.0,-22.95764,18.49041
783,Namibia,Nama,290.0,11.0,89.0,89.0,-22.95764,18.49041
784,Namibia,Herero,240.0,9.1,89.0,89.0,-22.95764,18.49041
785,Namibia,English,180.0,7.0,89.0,89.0,-22.95764,18.49041
786,Namibia,German,24.0,0.9,89.0,89.0,-22.95764,18.49041
787,Namibia,Tswana,15.0,0.56,89.0,89.0,-22.95764,18.49041
788,Nauru,English,94.0,85.0,99.0,99.0,-0.522778,166.931503
789,Nauru,Nauru,69.0,63.0,99.0,99.0,-0.522778,166.931503
790,Nepal,Nepali,13000000.0,44.0,57.0,57.0,28.394857,84.124008
791,Nepal,Maithili,3300000.0,11.0,57.0,57.0,28.394857,84.124008
792,Nepal,Bhojpuri,2100000.0,6.8,57.0,57.0,28.394857,84.124008
793,Nepal,Newari,1000000.0,3.3,57.0,57.0,28.394857,84.124008
794,Nepal,Jumli,970.0,3.2,57.0,57.0,28.394857,84.124008
795,Nepal,English,910.0,3.0,57.0,57.0,28.394857,84.124008
796,Nepal,Dotyali,760.0,2.5,57.0,57.0,28.394857,84.124008
797,Nepal,Awadhi,670.0,2.2,57.0,57.0,28.394857,84.124008
798,Nepal,Dangaura Tharu,610.0,2.0,57.0,57.0,28.394857,84.124008
799,Nepal,Bantawa,450.0,1.5,57.0,57.0,28.394857,84.124008
800,Nepal,Western Tamang,390.0,1.3,57.0,57.0,28.394857,84.124008
801,Nepal,Rana Tharu,360.0,1.2,57.0,57.0,28.394857,84.124008
802,Nepal,Limbu,330.0,1.1,57.0,57.0,28.394857,84.124008
803,Nepal,Eastern Magar,330.0,1.1,57.0,57.0,28.394857,84.124008
804,Nepal,Kochila Tharu,300.0,1.0,57.0,57.0,28.394857,84.124008
805,Nepal,Western Magar,250.0,0.83,57.0,57.0,28.394857,84.124008
806,Nepal,Bagheli,160.0,0.54,57.0,57.0,28.394857,84.124008
807,Nepal,Sherpa,160.0,0.52,57.0,57.0,28.394857,84.124008
808,Nepal,Rajbanshi,130.0,0.44,67.0,67.0,28.394857,84.124008
809,Nepal,Eastern Tamang,130.0,0.43,57.0,57.0,28.394857,84.124008
810,Nepal,Hindi,130.0,0.42,57.0,57.0,28.394857,84.124008
811,Nepal,Gurung,88.0,0.29,57.0,57.0,28.394857,84.124008
812,Nepal,Tibetan,73.0,0.24,57.0,57.0,28.394857,84.124008
813,Nepal,Kathoriya Tharu,73.0,0.24,57.0,57.0,28.394857,84.124008
814,Nepal,Thulung,36.0,0.12,57.0,57.0,28.394857,84.124008
815,Nepal,Bangla,29.0,94.0,57.0,57.0,28.394857,84.124008
816,Nepal,Mundari (Devanagari),58.0,19.0,57.0,57.0,28.394857,84.124008
817,Nepal,Lepcha,28.0,93.0,57.0,57.0,28.394857,84.124008
818,Netherlands,Dutch,17000000.0,100.0,99.0,99.0,52.132633,5.291266
819,Netherlands,English,16000000.0,90.0,99.0,99.0,52.132633,5.291266
820,Netherlands,German,12000000.0,71.0,99.0,5.0,52.132633,5.291266
821,Netherlands,French,5000000.0,29.0,99.0,99.0,52.132633,5.291266
822,Netherlands,Low German,1900000.0,11.0,99.0,5.0,52.132633,5.291266
823,Netherlands,Limburgish,950.0,5.5,99.0,5.0,52.132633,5.291266
824,Netherlands,Western Frisian,740.0,4.3,99.0,99.0,52.132633,5.291266
825,Netherlands,Gronings,620.0,3.6,99.0,5.0,52.132633,5.291266
826,Netherlands,Indonesian,310.0,1.8,99.0,99.0,52.132633,5.291266
827,Netherlands,Zeelandic,240.0,1.4,99.0,99.0,52.132633,5.291266
828,Netherlands,Riffian (Latin),210.0,1.2,99.0,99.0,52.132633,5.291266
829,Netherlands,Turkish,210.0,1.2,99.0,99.0,52.132633,5.291266
